sample_id,group_id,model,dataset,split,correct,error,hallucination,rating,hallucination_types,answer_length,ppl,se,umpire
vilp-13-case2,vilp-13,llava,vilp,test,1,0,1,2,reasoning_hallucination,1,1.0006458267114968,0.9507785195027627,-11.475997865479169
vilp-13-case3,vilp-13,llava,vilp,test,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0020121480143793,1.4164253333433026,5.290639434376331
vilp-14-case1,vilp-14,llava,vilp,test,1,0,0,6,,1,1.0008369684238205,0.46592371755117845,-11.596638371050249
vilp-14-case2,vilp-14,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000920057294962,0.8126282766934677,-4.894436114157646
vilp-14-case3,vilp-14,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0247499588406985,0.9956330674203262,12.632201862601192
vilp-15-case1,vilp-15,llava,vilp,test,1,0,0,6,,1,1.0855202373902963,0.7901098071749382,20.5411637935632
vilp-15-case2,vilp-15,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.0015883610804144,1.5605733374994992,4.8766925310890805
vilp-15-case3,vilp-15,llava,vilp,test,0,1,0,3,,1,1.0045825244978184,0.9822559712483541,-2.473584427963633
vilp-16-case1,vilp-16,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.005441427089883,0.7272740113239571,30.849674138036075
vilp-16-case2,vilp-16,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.029692644298413,0.7941064877322959,5.226122476008246
vilp-16-case3,vilp-16,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.030584345944402,0.7298358964653122,30.701935553974145
vilp-17-case1,vilp-17,llava,vilp,test,1,0,0,6,,1,1.0045768024433315,0.5422837064204974,-0.35240738734108135
vilp-17-case2,vilp-17,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0004557371172085,1.1807137159404009,5.372170529727967
vilp-17-case3,vilp-17,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0006226061978793,0.5212212088140804,-7.016164529997712
vilp-18-case1,vilp-18,llava,vilp,test,1,0,0,5,,1,1.0094324346544647,0.9578481958922407,-12.233632061904625
vilp-18-case2,vilp-18,llava,vilp,test,0,1,0,3,,1,1.0081030130743573,1.3836564059880878,3.438092915296748
vilp-18-case3,vilp-18,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0006349619242645,1.3265085979606177,-8.218229710641017
vilp-19-case1,vilp-19,llava,vilp,test,1,0,1,1,vision_hallucination,1,1.002034365510539,-0.0,-12.632819561309407
vilp-19-case2,vilp-19,llava,vilp,test,1,0,0,5,,1,1.000928430793737,0.8681511944394957,-2.1296115649631364
vilp-19-case3,vilp-19,llava,vilp,test,0,1,0,4,,1,1.0017274133943084,0.4598019073367467,7.241987314355088
vilp-20-case1,vilp-20,llava,vilp,test,0,1,0,4,,1,1.6983802569952444,-0.0,20.494647188558986
vilp-20-case2,vilp-20,llava,vilp,test,1,0,1,2,reasoning_hallucination,1,1.06106844408433,1.2715829337900129,5.963852545515291
vilp-20-case3,vilp-20,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0557058853751293,0.6331932524888491,21.217107659509622
vilp-21-case1,vilp-21,llava,vilp,test,1,0,0,5,,1,1.0041537283076987,-0.0,-15.522917228102918
vilp-21-case2,vilp-21,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.074395572289691,1.3780759908804068,11.231455130378425
vilp-21-case3,vilp-21,llava,vilp,test,0,1,0,4,,1,1.0041353702078901,0.6725101088838332,-12.48653899645501
vilp-22-case1,vilp-22,llava,vilp,test,1,0,0,5,,1,1.0003809722141987,-0.0,-21.098094918317187
vilp-22-case2,vilp-22,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0276767160329812,0.6807102277205908,-10.001491798697344
vilp-22-case3,vilp-22,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001012391045117,0.674916601146789,-13.284907170405248
vilp-23-case1,vilp-23,llava,vilp,test,1,0,0,5,,1,1.0057390929681926,-0.0,-5.904261031064538
vilp-23-case2,vilp-23,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0078233482179595,-0.0,-10.537305693004107
vilp-23-case3,vilp-23,llava,vilp,test,1,0,1,1,vision_hallucination,1,1.0003583095503457,0.3345400269912987,-4.028930911143892
vilp-24-case1,vilp-24,llava,vilp,test,1,0,0,6,,1,1.0048868657476215,0.01321380627066296,9.332449334075793
vilp-24-case2,vilp-24,llava,vilp,test,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.1248713749565304,0.5166035356761505,-6.900689146926935
vilp-24-case3,vilp-24,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.0311421162351553,0.6750895911407289,11.243984418190912
vilp-25-case1,vilp-25,llava,vilp,test,1,0,0,5,,1,1.2270676566529588,1.1238398438907158,33.50836523066114
vilp-25-case2,vilp-25,llava,vilp,test,1,0,0,6,,1,1.507904868162836,0.6028322378032436,9.229106859656254
vilp-25-case3,vilp-25,llava,vilp,test,1,0,0,6,,1,1.191144273241814,0.6294688683343681,19.47644854426104
vilp-26-case1,vilp-26,llava,vilp,test,1,0,0,6,,1,1.0004872386053834,-0.0,-21.60948785419595
vilp-26-case2,vilp-26,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0004173654924686,-0.0,-20.589014064160942
vilp-26-case3,vilp-26,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0003304757729923,0.6730167565419143,-16.070079557628134
vilp-27-case2,vilp-27,llava,vilp,test,1,0,0,6,,1,1.1607674545941318,0.39718269993226074,12.153271106055065
vilp-28-case1,vilp-28,llava,vilp,test,1,0,0,6,,1,1.0701311089154766,-0.0,-9.427955052110448
vilp-28-case2,vilp-28,llava,vilp,test,0,1,0,4,,1,1.219312861904059,-0.0,15.895263418127655
vilp-28-case3,vilp-28,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.08353186393527,0.9164324884059072,10.624107923551279
vilp-29-case1,vilp-29,llava,vilp,test,0,1,0,3,,1,1.2586317483574458,0.49759261513953856,4.237733705848857
vilp-29-case2,vilp-29,llava,vilp,test,0,1,0,4,,1,1.068767723657302,0.907412885676401,4.180449673814948
vilp-29-case3,vilp-29,llava,vilp,test,0,1,0,4,,1,1.0920701410585374,0.6079620485939963,18.708694272818583
vilp-30-case1,vilp-30,llava,vilp,test,0,1,0,4,,1,1.2175869746882684,1.0280253563975155,28.650428474670605
vilp-30-case2,vilp-30,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1297150704128558,1.214896931610663,24.78901866655044
vilp-30-case3,vilp-30,llava,vilp,test,0,1,0,4,,1,1.1029481854449454,-0.0,5.344032175571689
vilp-32-case2,vilp-32,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.084118594939551,0.674995009012144,7.536697681219097
vilp-32-case3,vilp-32,llava,vilp,test,0,1,0,4,,1,1.1404462131310824,0.31806430146612164,8.59299158077917
vilp-33-case1,vilp-33,llava,vilp,test,1,0,0,6,,1,1.3839000878362726,-0.0,1.1160262638087701
vilp-34-case1,vilp-34,llava,vilp,test,1,0,0,6,,1,1.131558837057988,1.0146548174507057,1.6841270413244125
vilp-34-case2,vilp-34,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0147040778042367,0.30038167269456273,17.528214045429536
vilp-34-case3,vilp-34,llava,vilp,test,0,1,0,4,,1,1.3064966515826224,1.0168839878144347,13.071261995764521
vilp-35-case1,vilp-35,llava,vilp,test,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0269098285791822,1.0532382196854717,-13.12076933790512
vilp-35-case2,vilp-35,llava,vilp,test,0,1,1,0,vision_hallucination,1,1.0097866060167189,1.0547884553079314,-12.168135962693555
vilp-35-case3,vilp-35,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0088688135274801,0.8962914825663129,-8.484509236036644
vilp-36-case1,vilp-36,llava,vilp,test,0,1,0,6,,1,3.0769777302023793,0.38532686130154625,28.947290853773787
vilp-36-case2,vilp-36,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0396626102293358,1.5714117409306894,38.76040840546011
vilp-36-case3,vilp-36,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,3,1.1918879988290911,1.0759241750670197,28.106798050323633
vilp-37-case1,vilp-37,llava,vilp,test,1,0,0,6,,1,1.0005990266870572,-0.0,-17.13936338754828
vilp-37-case2,vilp-37,llava,vilp,test,1,0,0,5,,1,1.0003877878139762,0.5003911948972346,-15.704427724630445
vilp-37-case3,vilp-37,llava,vilp,test,1,0,0,5,,1,1.003314733592736,1.0014482410176628,-2.9009313267951082
vilp-38-case1,vilp-38,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0000979900345885,0.6734505409360474,-14.365237779569108
vilp-38-case2,vilp-38,llava,vilp,test,1,0,0,6,,1,1.0048954392292377,0.9582542594798111,6.441255646661753
vilp-38-case3,vilp-38,llava,vilp,test,1,0,1,1,vision_hallucination,1,1.003271818242873,1.0547971219856098,-13.613807645665663
vilp-39-case1,vilp-39,llava,vilp,test,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0119851166037157,-0.0,-18.424482032615614
vilp-39-case2,vilp-39,llava,vilp,test,1,0,0,4,,1,2.111304471217787,0.8802013712905076,16.8331818111932
vilp-39-case3,vilp-39,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0107752916878274,-0.0,-16.620504229890557
vilp-40-case1,vilp-40,llava,vilp,test,1,0,0,6,,1,1.050881897819311,-0.0,3.5709599547100446
vilp-40-case2,vilp-40,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0315606862255093,0.8730034464984395,17.536988483877273
vilp-40-case3,vilp-40,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1115230890901762,0.5156195233640386,1.801452621859589
vilp-41-case1,vilp-41,llava,vilp,test,1,0,0,5,,1,1.0003427167509418,1.3405755929616991,-5.858841302007535
vilp-41-case2,vilp-41,llava,vilp,test,1,0,0,5,,1,1.0013359785082934,0.9085200748713367,19.07216973582313
vilp-41-case3,vilp-41,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002368684000258,0.004390018053582767,6.006159054971791
vilp-42-case1,vilp-42,llava,vilp,test,0,1,0,4,,1,1.6749548849634548,1.1354523436493371,32.74052474724313
vilp-42-case2,vilp-42,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.003952712098947,0.9803984421872516,9.021327535384444
vilp-42-case3,vilp-42,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.003337765186403,-0.0,13.575222792889132
vilp-43-case1,vilp-43,llava,vilp,test,1,0,0,6,,1,1.0071326142044732,-0.0,-3.788315019976732
vilp-43-case2,vilp-43,llava,vilp,test,1,0,0,6,,1,1.0001094341271717,-0.0,-17.447669595244882
vilp-43-case3,vilp-43,llava,vilp,test,1,0,0,6,,1,1.0008257627555601,0.6718641140814892,-13.77187625523431
vilp-44-case1,vilp-44,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0002243841349183,-0.0,-21.719290392845057
vilp-44-case2,vilp-44,llava,vilp,test,0,1,0,4,,1,1.0002215635221643,-0.0,-18.557143547511807
vilp-44-case3,vilp-44,llava,vilp,test,1,0,0,6,,1,1.0002426534331474,0.6731032039940069,-14.769038093688492
vilp-46-case1,vilp-46,llava,vilp,test,1,0,0,6,,1,1.134703162219229,0.49638150331564956,13.524269957834317
vilp-46-case2,vilp-46,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1319455382410013,0.9933426802482856,5.280981323932286
vilp-46-case3,vilp-46,llava,vilp,test,1,0,0,6,,1,1.1376221731819172,0.6048745048961652,27.35370022351307
vilp-47-case1,vilp-47,llava,vilp,test,1,0,0,6,,1,1.0156802753947989,0.7179461422042497,7.192729381585147
vilp-47-case2,vilp-47,llava,vilp,test,1,0,0,6,,1,1.0054514091039088,0.4785891029802324,-0.39380672809968686
vilp-47-case3,vilp-47,llava,vilp,test,1,0,0,6,,1,1.1065047758810835,1.275737468267855,22.222113068549678
vilp-48-case1,vilp-48,llava,vilp,test,1,0,0,5,,1,1.0161184070462923,1.3366121318506279,-9.359596987718456
vilp-48-case2,vilp-48,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.2362225038135497,0.5351450566401006,-5.866641937465873
vilp-48-case3,vilp-48,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.00453567496626,0.9864352487062575,-6.3042150140492375
vilp-49-case1,vilp-49,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.057879397979125,-0.0,-10.646800395594422
vilp-49-case2,vilp-49,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.042430018720162,0.34582381235187937,-0.9045747904657215
vilp-49-case3,vilp-49,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.037810608639066,-0.0,-2.479260790140824
vilp-50-case1,vilp-50,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0743253188340431,0.3284660191202138,5.807932639991991
vilp-50-case2,vilp-50,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0665956837947492,0.7725695449865291,10.28051235637378
vilp-50-case3,vilp-50,llava,vilp,test,0,1,1,2,reasoning_hallucination,1,1.1646698870485306,-0.0,-4.671147216659584
vilp-51-case1,vilp-51,llava,vilp,test,1,0,0,6,,1,1.047770002860555,-0.0,6.524023001371219
vilp-51-case2,vilp-51,llava,vilp,test,0,1,0,4,,1,1.0087756328430986,1.5550368552363996,10.91252352008037
vilp-51-case3,vilp-51,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1130605303817458,-0.0,-6.856002311444696
vilp-52-case1,vilp-52,llava,vilp,test,1,0,0,6,,1,1.2154106234977387,-0.0,18.542391345341564
vilp-52-case2,vilp-52,llava,vilp,test,0,1,1,2,reasoning_hallucination,1,1.101218861264423,0.665736894295611,16.09775957868775
vilp-52-case3,vilp-52,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0666287246406427,-0.0,23.44180058219036
vilp-53-case1,vilp-53,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.2359451212333836,-0.0,11.51447328059145
vilp-53-case2,vilp-53,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.710951326040724,0.6914793443906135,12.85038318950211
vilp-53-case3,vilp-53,llava,vilp,test,1,0,0,6,,1,1.208085459348663,0.5243943456159694,24.863196308057567
vilp-54-case1,vilp-54,llava,vilp,test,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.056776642449825,-0.0,-10.185086339287274
vilp-54-case2,vilp-54,llava,vilp,test,1,0,0,6,,1,1.4470991363548078,1.2241004747277457,35.637543507095984
vilp-54-case3,vilp-54,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.003669142771426,1.2116235254801713,17.14714026667665
vilp-55-case1,vilp-55,llava,vilp,test,1,0,0,6,,1,1.000158816457738,-0.0,-21.4690753088622
vilp-55-case2,vilp-55,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000852269181402,-0.0,-20.128150432504594
vilp-55-case3,vilp-55,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000118299523004,-0.0,-19.35093054313158
vilp-56-case1,vilp-56,llava,vilp,test,1,0,0,6,,1,1.000191967128255,-0.0,-18.70309975034653
vilp-56-case2,vilp-56,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0026850125197087,0.672808398987331,-16.81177809787999
vilp-56-case3,vilp-56,llava,vilp,test,0,1,1,2,reasoning_hallucination,1,1.0001432505026064,0.6729369420989086,-15.531393957272199
vilp-57-case1,vilp-57,llava,vilp,test,0,1,0,4,,1,1.264839159408804,1.3687008514518915,14.484222485023984
vilp-57-case2,vilp-57,llava,vilp,test,0,1,0,5,,1,1.448011299216689,1.384352859693526,16.057613131180446
vilp-57-case3,vilp-57,llava,vilp,test,1,0,0,6,,1,1.0176467889161895,0.7001470266747138,43.17650166825712
vilp-58-case1,vilp-58,llava,vilp,test,1,0,0,6,,1,1.1018965973039525,1.6081312100179943,1.2841567712572406
vilp-58-case2,vilp-58,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.645526028444928,1.3613564594858414,14.883528859985867
vilp-58-case3,vilp-58,llava,vilp,test,1,0,0,6,,1,1.000699756028865,0.8294519314960145,5.633283122301618
vilp-59-case1,vilp-59,llava,vilp,test,1,0,0,6,,1,1.1729696544633665,-0.0,-2.206352566801579
vilp-59-case2,vilp-59,llava,vilp,test,0,1,0,4,,1,1.6001010060109697,0.6572564692981411,22.1111992223748
vilp-59-case3,vilp-59,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.2128544593006367,0.7002885485548209,16.97015168599804
vilp-60-case1,vilp-60,llava,vilp,test,1,0,0,6,,1,1.2314178058304859,-0.0,43.66220613290005
vilp-60-case2,vilp-60,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1298038550180585,1.002083390675389,12.257142188469768
vilp-60-case3,vilp-60,llava,vilp,test,0,1,0,5,,1,1.0805502491047108,0.399102502008551,27.454897043815386
vilp-61-case1,vilp-61,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0173754000590085,-0.0,-14.042561494292078
vilp-61-case2,vilp-61,llava,vilp,test,0,1,0,4,,1,1.1789223470905508,0.4063195854393713,37.78051516040006
vilp-61-case3,vilp-61,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0362189591886706,0.1351056677845346,2.5261328430602497
vilp-62-case1,vilp-62,llava,vilp,test,1,0,0,6,,1,1.2673029784369259,0.43243337617951794,25.14933376993011
vilp-62-case2,vilp-62,llava,vilp,test,0,1,0,4,,1,1.2716247374160983,0.8664328072946965,34.04680523105988
vilp-62-case3,vilp-62,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.3722768203828821,0.9752068852870702,36.729350925806074
vilp-63-case1,vilp-63,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.2004659264929747,0.5538513863594565,-0.5769054307596395
vilp-63-case2,vilp-63,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.026034354793166,1.2583894739837032,32.02455401955373
vilp-63-case3,vilp-63,llava,vilp,test,1,0,0,5,,2,2.0590989046602495,1.101010636775236,44.15370000302831
vilp-64-case1,vilp-64,llava,vilp,test,1,0,0,6,,1,1.0343129629710905,0.40487010878824703,-1.0339036253634664
vilp-64-case2,vilp-64,llava,vilp,test,1,0,0,6,,1,1.244394350569514,0.6913176099036848,22.3998243590063
vilp-64-case3,vilp-64,llava,vilp,test,0,1,0,4,,3,2.0144333629846245,1.1557333211277427,27.88243458048843
vilp-65-case1,vilp-65,llava,vilp,test,0,1,0,4,,1,1.0518224550313824,0.5965441543212746,9.553407381035452
vilp-65-case2,vilp-65,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,2,1.1655606414197004,1.282801886897723,40.04978630829149
vilp-65-case3,vilp-65,llava,vilp,test,0,1,0,4,,1,1.1170791350690907,1.0664989003952574,38.11095170260185
vilp-66-case1,vilp-66,llava,vilp,test,0,1,0,4,,1,1.554107730537873,1.3719858541572099,16.363880965213305
vilp-66-case2,vilp-66,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1556405495692819,0.49998240169407887,58.24875131603655
vilp-66-case3,vilp-66,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,6.3551534598805555,0.8378124546551617,52.1380144748243
vilp-67-case1,vilp-67,llava,vilp,test,1,0,0,5,,1,1.1165578361238888,1.2426054009913667,32.235834914689484
vilp-67-case2,vilp-67,llava,vilp,test,0,1,0,5,,1,1.9352415035166233,0.5562127178333429,25.133051399604927
vilp-67-case3,vilp-67,llava,vilp,test,0,1,0,5,,2,1.9903513668626887,0.9682207725455931,30.54756069213623
vilp-68-case1,vilp-68,llava,vilp,test,1,0,0,5,,1,1.5635192346817004,0.5183366314489523,38.704855745808956
vilp-68-case2,vilp-68,llava,vilp,test,1,0,0,6,,1,1.2405967164177394,0.6819856345685424,34.49306728223266
vilp-68-case3,vilp-68,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.1952583858011503,0.5898213261836409,11.356842493597346
vilp-69-case1,vilp-69,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.8336318098045241,-0.0,40.50257661816555
vilp-69-case2,vilp-69,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.2591600396168552,-0.0,29.936415561006772
vilp-69-case3,vilp-69,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.507732716424818,1.190000956173356,45.669874795467415
vilp-70-case1,vilp-70,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0815020635774593,0.44442353123111195,15.603918520521127
vilp-70-case2,vilp-70,llava,vilp,test,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.2168636228527119,0.6820858446477078,21.80690469088622
vilp-70-case3,vilp-70,llava,vilp,test,0,1,0,4,,1,1.3349255680948542,0.6921174098902483,10.551882809026292
vilp-71-case1,vilp-71,llava,vilp,test,1,0,1,2,vision_hallucination,1,1.0316647046050413,-0.0,-5.925104177586139
vilp-71-case2,vilp-71,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.03092194775137,0.6843351683611368,5.774651787846713
vilp-71-case3,vilp-71,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0610933800693727,0.8480441915281921,10.073939279878122
vilp-72-case1,vilp-72,llava,vilp,test,1,0,0,6,,1,1.011038265849213,-0.0,-15.944522485434579
vilp-72-case2,vilp-72,llava,vilp,test,0,1,0,4,,1,1.0052831746023119,0.09520296972069758,0.07069343846972842
vilp-72-case3,vilp-72,llava,vilp,test,0,1,0,3,,1,1.1040983394467492,0.6743339565383307,26.35753880614099
