sample_id,group_id,model,dataset,split,correct,error,hallucination,rating,hallucination_types,answer_length,ppl,se,umpire,u_ppl,u_se,u_umpire,uq_percentile_mean,cluster,cluster_profile,is_low_uq_cluster,is_low_uq_hallucination,is_low_uq_hallucination_severe
vilp-56-case3,vilp-56,llava,vilp,test,0,1,1,2,reasoning_hallucination,1,1.0001432505026064,0.6729369420989086,-15.5313939572722,0.01632882882882883,0.5456081081081081,0.11542792792792793,0.22578828828828826,0,consensus_low,1,1,1
vilp-80-case2,vilp-80,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004236822723829,-0.0,-17.951449229030633,0.0929054054054054,0.12274774774774774,0.048986486486486486,0.08821321321321322,0,consensus_low,1,1,1
vilp-82-case1,vilp-82,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0138639212636846,0.4998756497304497,-12.467553534826653,0.5298423423423423,0.3811936936936937,0.21677927927927929,0.3759384384384384,0,consensus_low,1,1,1
vilp-93-case1,vilp-93,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.003124952384828,0.2178296992151496,-2.3458069475529744,0.3552927927927928,0.26632882882882886,0.4577702702702703,0.35979729729729737,0,consensus_low,1,1,1
vilp-97-case3,vilp-97,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000729366648809,-0.0,-17.389884315647635,0.17060810810810811,0.12274774774774774,0.06024774774774775,0.11786786786786789,0,consensus_low,1,1,1
vilp-99-case3,vilp-99,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0016003846751214,0.4986211931827523,-14.508288491770772,0.2708333333333333,0.3744369369369369,0.15371621621621623,0.2663288288288288,0,consensus_low,1,1,1
vilp-101-case2,vilp-101,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.00040213168082,-0.0,-17.900603028183326,0.0838963963963964,0.12274774774774774,0.051238738738738736,0.08596096096096095,0,consensus_low,1,1,1
vilp-107-case3,vilp-107,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0019059403437616,-0.0,0.5636691416653665,0.2911036036036036,0.12274774774774774,0.5140765765765766,0.3093093093093093,0,consensus_low,1,1,1
vilp-125-case2,vilp-125,llava,vilp,test,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.0018583536410732,-0.0,-16.47789582642924,0.2865990990990991,0.12274774774774774,0.08727477477477477,0.16554054054054054,0,consensus_low,1,1,1
vilp-131-case2,vilp-131,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.001235612731267,-0.0,-18.17832657739397,0.2393018018018018,0.12274774774774774,0.04560810810810811,0.13588588588588588,0,consensus_low,1,1,1
vilp-131-case3,vilp-131,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0010145893133622,-0.0,-18.708484361933262,0.21340090090090091,0.12274774774774774,0.03322072072072072,0.12312312312312314,0,consensus_low,1,1,1
vilp-133-case2,vilp-133,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0045322181269627,-0.0,-13.616674587506722,0.3992117117117117,0.12274774774774774,0.17961711711711711,0.23385885885885885,0,consensus_low,1,1,1
vilp-135-case2,vilp-135,llava,vilp,test,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.0004252656177643,0.5039884409669809,-13.805932479916477,0.09403153153153153,0.4161036036036036,0.17286036036036037,0.22766516516516513,0,consensus_low,1,1,1
vilp-136-case3,vilp-136,llava,vilp,test,0,1,1,2,reasoning_hallucination,1,1.0005157324465217,-0.0,-16.963337079535602,0.12218468468468469,0.12274774774774774,0.07376126126126126,0.10623123123123124,0,consensus_low,1,1,1
vilp-141-case3,vilp-141,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002090930938097,0.1489736119865306,2.907187510507093,0.03772522522522523,0.26182432432432434,0.5478603603603603,0.28246996996997,0,consensus_low,1,1,1
vilp-147-case3,vilp-147,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0003496258154954,-0.0,-12.121370447158966,0.06813063063063063,0.12274774774774774,0.22804054054054054,0.13963963963963963,0,consensus_low,1,1,1
vilp-150-case3,vilp-150,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001870553454808,-0.0,-8.244941434358424,0.02421171171171171,0.12274774774774774,0.3530405405405405,0.16666666666666666,0,consensus_low,1,1,1
vilp-156-case3,vilp-156,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0005532785129292,-0.0,-4.799166714193316,0.13006756756756757,0.12274774774774774,0.4172297297297297,0.22334834834834835,0,consensus_low,1,1,1
vilp-168-case2,vilp-168,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0018560886567445,-0.0,-12.807724596331068,0.28547297297297297,0.12274774774774774,0.20326576576576577,0.2038288288288288,0,consensus_low,1,1,1
vilp-177-case2,vilp-177,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0642910609587732,-0.0,-14.564475237499106,0.6796171171171171,0.12274774774774774,0.14808558558558557,0.31681681681681684,0,consensus_low,1,1,1
vilp-184-case2,vilp-184,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.0028460001520745,-0.0,-7.96655807655034,0.34628378378378377,0.12274774774774774,0.35867117117117114,0.27590090090090086,0,consensus_low,1,1,1
vilp-185-case3,vilp-185,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0012848372680545,0.4853746480278338,-4.454290689559303,0.24380630630630631,0.34628378378378377,0.42623873873873874,0.33877627627627627,0,consensus_low,1,1,1
vilp-195-case2,vilp-195,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0068244902571588,0.5016573087699584,-16.015642580784707,0.46565315315315314,0.40822072072072074,0.10416666666666667,0.3260135135135135,0,consensus_low,1,1,1
vilp-197-case2,vilp-197,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0321331683557071,0.5002163666370065,-14.341085747376097,0.6131756756756757,0.38907657657657657,0.16047297297297297,0.3875750750750751,0,consensus_low,1,1,1
vilp-202-case2,vilp-202,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0010601281634903,-0.0,-9.492435003408238,0.21565315315315314,0.12274774774774774,0.3125,0.21696696696696696,0,consensus_low,1,1,1
vilp-206-case3,vilp-206,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004356125357536,-0.0,-16.4727878344368,0.09966216216216216,0.12274774774774774,0.0884009009009009,0.1036036036036036,0,consensus_low,1,1,1
vilp-214-case2,vilp-214,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.001466751097508,0.4999837858577344,-15.920474794581986,0.25731981981981983,0.38569819819819817,0.10867117117117117,0.2505630630630631,0,consensus_low,1,1,1
vilp-221-case1,vilp-221,llava,vilp,test,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.00030386447785,0.6730120536152833,-11.92731785953974,0.05799549549549549,0.5501126126126126,0.23367117117117117,0.2805930930930931,0,consensus_low,1,1,1
vilp-228-case3,vilp-228,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0003209987324408,-0.0,-16.44355964975921,0.06024774774774775,0.12274774774774774,0.09065315315315316,0.09121621621621621,0,consensus_low,1,1,1
vilp-229-case3,vilp-229,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.000469342993313,-0.0,-15.49593730245247,0.10867117117117117,0.12274774774774774,0.11768018018018019,0.11636636636636637,0,consensus_low,1,1,1
vilp-230-case2,vilp-230,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.002579822391222,-0.0,-16.204138667550104,0.330518018018018,0.12274774774774774,0.09628378378378379,0.18318318318318316,0,consensus_low,1,1,1
vilp-230-case3,vilp-230,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0010999877106526,0.3563939877406851,1.8658963990446225,0.22240990990990991,0.28885135135135137,0.5332207207207207,0.34816066066066065,0,consensus_low,1,1,1
vilp-231-case2,vilp-231,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.0006201223761375,-0.0,-0.4776974847254003,0.14583333333333334,0.12274774774774774,0.4938063063063063,0.25412912912912916,0,consensus_low,1,1,1
vilp-231-case3,vilp-231,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.00019471071708,-0.0,-18.22945702178129,0.029842342342342343,0.12274774774774774,0.04222972972972973,0.06493993993993995,0,consensus_low,1,1,1
vilp-239-case3,vilp-239,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.017022812597065,0.4965662375934193,-12.281679003041596,0.5467342342342343,0.36655405405405406,0.2179054054054054,0.37706456456456455,0,consensus_low,1,1,1
vilp-240-case3,vilp-240,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0003139951766655,-0.0,-17.654621616515147,0.05912162162162162,0.12274774774774774,0.054617117117117114,0.07882882882882883,0,consensus_low,1,1,1
vilp-243-case2,vilp-243,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000449666220436,0.5000807012047996,-14.042138463267628,0.10304054054054054,0.38682432432432434,0.16835585585585586,0.21940690690690692,0,consensus_low,1,1,1
vilp-245-case3,vilp-245,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0025029682305215,-0.0,-6.318196232228079,0.32488738738738737,0.12274774774774774,0.38907657657657657,0.2789039039039039,0,consensus_low,1,1,1
vilp-245-case2,vilp-245,llava,vilp,test,0,1,1,1,vision_hallucination,1,1.00169658616518,0.4958819223877043,-10.212508470257678,0.2775900900900901,0.36204954954954954,0.2877252252252252,0.30912162162162166,0,consensus_low,1,1,1
vilp-246-case3,vilp-246,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0006286336580603,0.4932590453462722,0.123288981928443,0.14921171171171171,0.35754504504504503,0.5084459459459459,0.33840090090090086,0,consensus_low,1,1,1
vilp-247-case3,vilp-247,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000173517541333,0.4968582994264788,-11.170425491458222,0.02195945945945946,0.36768018018018017,0.2561936936936937,0.2152777777777778,0,consensus_low,1,1,1
vilp-253-case3,vilp-253,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000880936460128,-0.0,0.8487467452974897,0.002815315315315315,0.12274774774774774,0.5163288288288288,0.21396396396396397,0,consensus_low,1,1,1
vilp-256-case3,vilp-256,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0006198759919755,0.4906999062948823,-13.064401709311593,0.1447072072072072,0.3541666666666667,0.19425675675675674,0.23104354354354353,0,consensus_low,1,1,1
vilp-267-case3,vilp-267,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0435455212395246,-0.0,-17.541086695225786,0.6447072072072072,0.12274774774774774,0.05799549549549549,0.27515015015015015,0,consensus_low,1,1,1
vilp-267-case2,vilp-267,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0011068918234618,0.306927419895973,-5.151804280141068,0.22466216216216217,0.27533783783783783,0.4115990990990991,0.3038663663663664,0,consensus_low,1,1,1
vilp-280-case3,vilp-280,llava,vilp,test,0,1,1,0,vision_hallucination|reasoning_hallucination,1,1.0003744277168114,0.436108128839331,-1.408368202957142,0.07826576576576577,0.31813063063063063,0.47353603603603606,0.2899774774774775,0,consensus_low,1,1,1
vilp-283-case3,vilp-283,llava,vilp,test,0,1,1,1,reasoning_hallucination,1,1.0038331077627605,-0.0,-14.531351618065056,0.3755630630630631,0.12274774774774774,0.15146396396396397,0.2165915915915916,0,consensus_low,1,1,1
vilp-289-case3,vilp-289,llava,vilp,test,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.001260757464707,0.2239140855828159,1.736193901650621,0.24268018018018017,0.2685810810810811,0.5309684684684685,0.34740990990990994,0,consensus_low,1,1,1
hallusionbench-image-VS-chart-0-1-3,hallusionbench-image-VS-chart-0,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0009384155139958,-0.0,-19.91621653024305,0.40441839495040577,0.16501352569882777,0.016681695220919748,0.19537120529005111,0,consensus_low,1,1,1
hallusionbench-image-VS-chart-8-1-2,hallusionbench-image-VS-chart-8,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0009500980440251,0.5012755297176892,-15.147189135404192,0.40892696122633004,0.5396753832281335,0.130297565374211,0.35963330327622484,0,consensus_low,1,1,1
hallusionbench-image-VS-chart-21-1-1,hallusionbench-image-VS-chart-21,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000856161113612,0.4982227382703857,-13.370489488486983,0.39179440937781784,0.47024346257889993,0.20784490532010821,0.35662759242560865,0,consensus_low,1,1,1
hallusionbench-image-VS-map-3-2-1,hallusionbench-image-VS-map-3,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000213027001021,0.5001298983944956,-15.440029066009462,0.17989179440937783,0.4873760144274121,0.11857529305680793,0.26194770063119927,0,consensus_low,1,1,1
hallusionbench-image-VS-map-4-2-0,hallusionbench-image-VS-map-4,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004202127383957,-0.0,-12.067481910609771,0.28268710550045084,0.16501352569882777,0.26825969341749323,0.23865344153892395,0,consensus_low,1,1,1
hallusionbench-image-VS-map-4-2-2,hallusionbench-image-VS-map-4,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000530481329548,-0.0,-15.738820649318294,0.014878268710550046,0.16501352569882777,0.10144274120829576,0.09377817853922453,0,consensus_low,1,1,1
hallusionbench-image-VS-map-4-2-3,hallusionbench-image-VS-map-4,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000797510150592,-0.0,-15.53654748913223,0.045536519386834985,0.16501352569882777,0.11406672678088368,0.10820559062218214,0,consensus_low,1,1,1
hallusionbench-image-VS-map-6-1-1,hallusionbench-image-VS-map-6,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000348091130079,-0.0,-20.38616233358618,0.2520288548241659,0.16501352569882777,0.014878268710550046,0.14397354974451457,0,consensus_low,1,1,1
hallusionbench-image-VS-map-6-2-0,hallusionbench-image-VS-map-6,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0001266002605342,0.5003281035374749,-12.710696028206453,0.10414788097385032,0.49368800721370604,0.23128944995491435,0.27637511271415693,0,consensus_low,1,1,1
hallusionbench-image-VS-map-7-2-0,hallusionbench-image-VS-map-7,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000087499619245,-0.0,-5.743717474096531,0.058160504959422904,0.16501352569882777,0.43237150586113615,0.21851517883979563,0,consensus_low,1,1,1
hallusionbench-image-VS-map-9-1-1,hallusionbench-image-VS-map-9,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0006090402586638,-0.0,-19.4958371340702,0.33769161406672676,0.16501352569882777,0.02479711451758341,0.17583408476104598,0,consensus_low,1,1,1
hallusionbench-image-VS-map-9-2-0,hallusionbench-image-VS-map-9,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.000082850453895,0.500505584095084,-12.330659844090231,0.05229936880072137,0.5162308385933273,0.2511271415689811,0.2732191163210099,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-7-2-0,hallusionbench-image-VS-ocr-7,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001322031090236,-0.0,-13.912599025210907,0.10955816050495942,0.16501352569882777,0.18620378719567177,0.1535918244664863,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-8-2-1,hallusionbench-image-VS-ocr-8,llava,hallusionbench,image,0,1,1,2,reasoning_hallucination,1,1.0002131462066024,0.5004229194438152,-11.507585800136734,0.1812443642921551,0.5045085662759242,0.2962128043282236,0.32732191163210095,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-8-2-0,hallusionbench-image-VS-ocr-8,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000892877565632,0.5002989189568635,-13.424822301799152,0.06447249774571687,0.4909828674481515,0.2060414788097385,0.25383228133453567,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-9-2-0,hallusionbench-image-VS-ocr-9,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001509189535414,-0.0,-17.70103904315421,0.12759242560865644,0.16501352569882777,0.0545536519386835,0.11571986774872257,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-10-2-0,hallusionbench-image-VS-ocr-10,llava,hallusionbench,image,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.0001491308224604,-0.0,-9.25710692683588,0.12578899909828675,0.16501352569882777,0.3746618575293057,0.2218214607754734,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-11-2-0,hallusionbench-image-VS-ocr-11,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0002131462066024,-0.0,-11.208588411757107,0.1812443642921551,0.16501352569882777,0.30703336339044185,0.21776375112714155,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-11-2-1,hallusionbench-image-VS-ocr-11,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002733469131864,-0.0,-14.273248885862476,0.22227231740306583,0.16501352569882777,0.1672678088367899,0.18485121731289453,0,consensus_low,1,1,1
hallusionbench-image-VS-ocr-12-2-0,hallusionbench-image-VS-ocr-12,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001404285360562,-0.0,-9.031174999278832,0.11587015329125339,0.16501352569882777,0.38007213706041476,0.22031860535016531,0,consensus_low,1,1,1
hallusionbench-image-VD-illusion-0-0-0,hallusionbench-image-VD-illusion-0,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004637241427188,-0.0,-18.04098324848792,0.2962128043282236,0.16501352569882777,0.04102795311091073,0.16741809437932073,0,consensus_low,1,1,1
hallusionbench-image-VD-illusion-3-0-0,hallusionbench-image-VD-illusion-3,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0011240244297817,-0.0,-15.319696615420378,0.43417493237150584,0.16501352569882777,0.12128043282236249,0.24015629696423202,0,consensus_low,1,1,1
hallusionbench-image-VD-illusion-9-1-1,hallusionbench-image-VD-illusion-9,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.000182867048161,-0.0,-17.9969132855114,0.1528403967538323,0.16501352569882777,0.04283137962128043,0.12022843402464684,0,consensus_low,1,1,1
hallusionbench-image-VD-illusion-17-0-0,hallusionbench-image-VD-illusion-17,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.001821398763918,-0.0,-12.233579921219462,0.5,0.16501352569882777,0.25924256086564473,0.30808536218815746,0,consensus_low,1,1,1
hallusionbench-image-VD-math-10-0-2,hallusionbench-image-VD-math-10,llava,hallusionbench,image,0,1,1,2,reasoning_hallucination,1,1.0006213187973532,-0.0,-20.97805319295488,0.3385933273219116,0.16501352569882777,0.01127141568981064,0.17162608957018333,0,consensus_low,1,1,1
hallusionbench-image-VD-math-12-0-1,hallusionbench-image-VD-math-12,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.000910758964713,-0.0,-19.595659003537907,0.3999098286744815,0.16501352569882777,0.022091974752028856,0.19567177637511268,0,consensus_low,1,1,1
hallusionbench-image-VD-math-12-0-2,hallusionbench-image-VD-math-12,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004863738939482,-0.0,-18.77285732316337,0.30432822362488726,0.16501352569882777,0.030207394048692517,0.16651638112413583,0,consensus_low,1,1,1
hallusionbench-image-VD-math-13-0-1,hallusionbench-image-VD-math-13,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000608086586407,0.5008783040941875,-15.886552315419104,0.3367899008115419,0.5297565374211001,0.09873760144274121,0.32176134655846106,0,consensus_low,1,1,1
hallusionbench-image-VD-math-13-0-2,hallusionbench-image-VD-math-13,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0013056993380542,0.5016003556563724,-15.678551543973716,0.4549143372407574,0.548692515779982,0.10414788097385032,0.3692515779981966,0,consensus_low,1,1,1
hallusionbench-image-VD-math-13-1-2,hallusionbench-image-VD-math-13,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.000848889322857,-0.0,-13.968611674218836,0.390892696122633,0.16501352569882777,0.18259693417493236,0.24616771866546439,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-0-1-0,hallusionbench-image-VD-ocr-0,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0003421306465516,-0.0,-12.322709996841748,0.24932371505861137,0.16501352569882777,0.2538322813345356,0.22272317403065825,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-1-0-0,hallusionbench-image-VD-ocr-1,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0004286766091033,-0.0,-9.45740402394038,0.2889990982867448,0.16501352569882777,0.37105500450856627,0.2750225428313796,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-1-1-0,hallusionbench-image-VD-ocr-1,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0000872612016625,-0.0,-15.656560525454472,0.05725879170423805,0.16501352569882777,0.10595130748422002,0.10940787496242861,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-2-1-0,hallusionbench-image-VD-ocr-2,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000717639915326,0.5003671814515251,-12.146661188646227,0.03651938683498648,0.4981965734896303,0.26465284039675385,0.26645626690712354,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-3-1-2,hallusionbench-image-VD-ocr-3,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001114606833426,0.4992663034958547,-13.98929381735902,0.08385933273219116,0.475653742110009,0.18079350766456267,0.2467688608355876,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-4-1-0,hallusionbench-image-VD-ocr-4,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000082612037421,0.500340815455852,-13.546461197298948,0.0509467989179441,0.4945897204688909,0.1988277727682597,0.2481214307183649,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-6-1-0,hallusionbench-image-VD-ocr-6,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000840425516713,-0.0,-14.914638910918416,0.05545536519386835,0.16501352569882777,0.14382326420198377,0.12143071836489329,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-7-1-0,hallusionbench-image-VD-ocr-7,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000716447809717,-0.0,-16.312450610088245,0.035617673579801626,0.16501352569882777,0.08340847610459874,0.09467989179440937,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-9-1-0,hallusionbench-image-VD-ocr-9,llava,hallusionbench,image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000104904176239,0.5003652189617736,-12.923965603374349,0.07664562669071236,0.49729486023444547,0.22227231740306583,0.2654042681094079,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-10-1-0,hallusionbench-image-VD-ocr-10,llava,hallusionbench,image,0,1,1,1,vision_hallucination,1,1.0001145601258543,-0.0,-17.31128817069685,0.08972046889089269,0.16501352569882777,0.06266907123534717,0.10580102194168921,0,consensus_low,1,1,1
hallusionbench-image-VD-ocr-11-1-0,hallusionbench-image-VD-ocr-11,llava,hallusionbench,image,0,1,1,1,reasoning_hallucination,1,1.0001242160813757,-0.0,-15.82169126656977,0.10054102795311091,0.16501352569882777,0.09963931469792606,0.12173128944995493,0,consensus_low,1,1,1
