model,dataset,sample_id,group,label,correct,era,ppl,se,umpire,attn_image,attn_prompt_text,attn_vision,attn_reasoning,attn_external,attn_internal
llava,hallusionbench,hallusionbench-image-VD-ocr-8-0-0,LUH,1,1,0.274001471338265,1.0002479860657274,-0.0,-50.06114804583652,0.34060873304094585,0.3212392330169678,0.09186724254063197,0.1544618010520935,0.6618479660579136,0.24632904359272548
llava,hallusionbench,hallusionbench-image-VD-ocr-3-2-1,LUH,1,1,0.3411691107968038,1.0000801118513611,-0.0,-41.848567930125725,0.309879549912044,0.29346111842564176,0.10758532796587263,0.20139683144433157,0.6033406683376857,0.3089821594102042
llava,hallusionbench,hallusionbench-image-VD-figure-1-0-0,LUH,1,1,0.3324408496229359,1.0003357497106962,-0.0,-49.83432084300229,0.35001543590000694,0.2619327221597944,0.118330431835992,0.1826365760394505,0.6119481580598014,0.3009670078754425
llava,hallusionbench,hallusionbench-image-VD-ocr-3-1-2,LUH,1,1,0.42566602078862875,1.0002212769195329,-0.0,-43.79294004903392,0.2846090282712664,0.24242275101797922,0.12520860774176462,0.26161047390529085,0.5270317792892456,0.3868190816470555
llava,vilp,vilp-56-case3,LUH,1,0,0.37460175226446984,1.0001754914710457,-0.0,-41.94683264315308,0.2888925790786743,0.27390189170837403,0.1520206332206726,0.1816225528717041,0.5627944707870484,0.3336431860923767
llava,vilp,vilp-228-case3,LUH,1,0,0.2945788057160772,1.0001931376977562,-0.0,-41.48277605720898,0.3309587836265564,0.30129992961883545,0.08221316337585449,0.17872891426086426,0.6322587132453918,0.26094207763671873
llava,hallusionbench,hallusionbench-image-VS-map-4-2-1,LUH,1,0,0.2797431500960704,1.0002403548083236,-0.0,-42.760973702518434,0.3414324266569955,0.3173077361924308,0.0889497356755393,0.16312641756875174,0.6587401628494263,0.252076153244291
llava,vilp,vilp-26-case2,LUH,1,0,0.2553085797892563,1.0004744065218891,-0.0,-49.61128488819254,0.33552206224865383,0.33390088876088464,0.08960797720485264,0.13712816105948555,0.6694229510095384,0.2267361382643382
llava,hallusionbench,hallusionbench-image-VD-figure-12-1-1,LUH,1,0,0.2675172362837317,1.0003968072227907,-0.0,-43.436653423890434,0.35878298963819233,0.30956071615219116,0.08903954710279192,0.15080741473606654,0.6683437057903835,0.23984696183885845
llava,hallusionbench,hallusionbench-image-VD-illusion-9-0-0,LUH,1,0,0.4137169473483513,1.000469317858853,-0.0,-44.07094679984522,0.30900490283966064,0.2291586526802608,0.2038145789078304,0.17077586267675673,0.5381635555199215,0.3745904415845871
llava,vilp,vilp-80-case1,LUH,1,1,0.35584543201684266,1.000126846728448,-0.0,-35.21441558211081,0.3002002567052841,0.2793995261192322,0.15709147006273272,0.15945949554443362,0.5795997828245163,0.31655096560716633
llava,mmvet,mmvet-v1_117,LUH,1,1,0.4142511992842307,1.0006487088557932,-0.0,-48.646281057193846,0.3097929688436645,0.22727678077561514,0.20679525924580439,0.16921192620481762,0.5370697496192796,0.376007185450622
llava,hallusionbench,hallusionbench-image-VD-video-10-0-1,LUH,1,1,0.29505845785998946,1.0004807673870812,-0.0,-43.32079387185177,0.3223600813320705,0.32470344645636423,0.11620212452752249,0.1514854601451329,0.6470635277884347,0.2676875846726554
llava,vilp,vilp-229-case3,LUH,1,0,0.2798836746245021,1.0004864922003316,-0.0,-42.98892965330942,0.32971705993016565,0.31992269886864555,0.0523904412984848,0.19623485538694593,0.6496397587988112,0.24862529668543074
llava,hallusionbench,hallusionbench-image-VD-figure-16-0-0,LUH,1,0,0.46530405437730576,1.0001335233177417,-0.0,-33.744468399013876,0.28449082374572754,0.20636595146996634,0.17286892448152813,0.25013902357646395,0.4908567752156939,0.4230079480579921
llava,hallusionbench,hallusionbench-image-VD-video-10-2-1,LUH,1,1,0.294453877158401,1.0004540520250378,-0.0,-40.40067720960392,0.32289305755070274,0.32484241894313265,0.1160189253943307,0.15121724775859288,0.6477354764938354,0.2672361731529236
llava,hallusionbench,hallusionbench-image-VD-math-13-1-1,LUH,1,0,0.4170765080292683,1.0007193290276937,-0.0,-46.5176089651378,0.30136537551879883,0.23649483067648752,0.17740532330104283,0.2038054210799081,0.5378602061952864,0.3812107443809509
llava,hallusionbench,hallusionbench-image-VD-figure-5-2-1,LUH,1,0,0.32563051148251176,1.0006868813028054,-0.0,-44.55733725511374,0.33505986418042866,0.2806420496531895,0.1357254556247166,0.15624239615031651,0.6157019138336182,0.29196785177503315
llava,hallusionbench,hallusionbench-image-VD-video-10-1-1,LUH,1,0,0.306614152128737,1.000427337376362,-0.0,-39.016548194926116,0.3222568801471165,0.3147447875567845,0.12752066765512737,0.1514239992414202,0.637001667703901,0.27894466689654757
llava,hallusionbench,hallusionbench-image-VD-ocr-19-1-0,LUH,1,0,0.3623049509061772,1.0002289080313835,0.32434786217628225,-44.872929942153434,0.31086884226117817,0.27711317368916105,0.10516467264720372,0.22617909737995692,0.5879820159503393,0.33134377002716064
llava,hallusionbench,hallusionbench-image-VD-math-11-1-1,LUH,1,1,0.5864302325299326,1.0007498690239995,-0.0,-44.83859036099354,0.24204662867954801,0.14019637448447092,0.1636618801525661,0.3775603090013776,0.38224300316401894,0.5412221891539437
llava,hallusionbench,hallusionbench-image-VD-illusion-9-0-1,LUH,1,1,0.4130742949533822,1.0009044920584054,-0.0,-50.192068431022726,0.3073738217353821,0.23064438785825456,0.16969082185200285,0.20428256477628437,0.5380182095936367,0.3739733866282872
llava,vilp,vilp-55-case3,LUH,1,0,0.44509138862241826,1.0001917069110193,0.32469950948243903,-43.892714333904564,0.2701548397541046,0.23172465562820432,0.22745949029922485,0.17135770320892335,0.5018794953823089,0.3988171935081482
llava,hallusionbench,hallusionbench-image-VD-ocr-18-1-0,LUH,1,0,0.3051843691942958,1.0001926607686165,-0.0,-32.79718571128336,0.33496904373168945,0.30134086097989765,0.11775451898574829,0.15797120758465358,0.6363099047115871,0.27572572657040184
llava,hallusionbench,hallusionbench-image-VD-ocr-9-1-0,LUH,1,0,0.3770094108701722,1.0001793068450353,0.3255348207443458,-44.23824390555113,0.3026819740022932,0.26690614223480225,0.19267071996416363,0.14820286631584167,0.5695881162370955,0.3408735862800053
llava,hallusionbench,hallusionbench-image-VD-figure-5-0-1,LUH,1,1,0.3261386212856222,1.000660160437,-0.0,-42.89521257314938,0.33484091077532085,0.28023343426840647,0.1359026389462607,0.15640518069267273,0.6150743450437273,0.29230781963893343
llava,hallusionbench,hallusionbench-image-VD-ocr-18-1-1,LUH,1,1,0.29685879455127434,1.0002270002479625,0.3008534023076005,-41.88218610295152,0.3386343036379133,0.3065307651247297,0.11851847171783447,0.1500003252710615,0.645165068762643,0.26851879698889597
llava,hallusionbench,hallusionbench-image-VD-ocr-13-1-0,LUH,1,0,0.3030992345694024,1.0003262098110632,0.3247754609674428,-47.97176732635704,0.3433421509606498,0.29505880389894756,0.07626375981739589,0.19771290676934378,0.6384009548595974,0.2739766665867397
llava,hallusionbench,hallusionbench-image-VD-video-2-0-0,LUH,1,1,0.3616435376363505,1.0010018595585695,-0.0,-50.43455834753221,0.31885675021580284,0.26638616834368023,0.1464452190058572,0.18178955146244594,0.5852429185594831,0.3282347704683031
llava,vilp,vilp-240-case3,LUH,1,0,0.4682055696312072,1.000189322271006,0.3235475848227431,-41.46893549603554,0.26452466249465945,0.21837905049324036,0.25850414037704467,0.1637353479862213,0.4829037129878998,0.42223948836326597
llava,vilp,vilp-234-case1,LUH,1,1,0.4349306709397513,1.0004616849128283,-0.0,-35.870770224332894,0.2822008281946182,0.2344893366098404,0.20794305205345154,0.1853029578924179,0.5166901648044586,0.39324600994586945
llava,vilp,vilp-97-case2,LUH,1,1,0.3785879846744426,1.000516070923978,-0.0,-35.75534488652261,0.3067700117826462,0.2596205919981003,0.1371142715215683,0.2035556584596634,0.5663906037807465,0.3406699299812317
llava,hallusionbench,hallusionbench-image-VD-figure-5-1-1,LUH,1,0,0.3679845510688087,1.0009846763702999,-0.0,-43.73704330160365,0.32279160193034584,0.25630772965294973,0.1561263714517866,0.1761588283947536,0.5790993315832955,0.3322851998465402
llava,mmvet,mmvet-v1_113,LUH,1,1,0.4423268977292779,1.0002594330609997,0.31851306991745726,-39.347811439493256,0.2892522045544216,0.22144724641527447,0.19557519469942364,0.20584568807056972,0.510699450969696,0.4014208827699933
llava,mmvet,mmvet-v1_146,LUH,1,0,0.4659368676276181,1.0004903087606971,0.15603463460036615,-40.78221039769872,0.271171510219574,0.2179681488445827,0.21433771508080618,0.20876553228923253,0.4891396590641567,0.4231032473700387
llava,hallusionbench,hallusionbench-image-VS-map-4-2-3,LUH,1,0,0.2794528716523298,1.0005895444405917,-0.0,-36.03394757859229,0.34198252643857685,0.3164980581828526,0.08880622472081864,0.1632424337523324,0.6584805846214294,0.25204865847315105
llava,hallusionbench,hallusionbench-image-VD-ocr-19-0-1,LUH,1,0,0.31582754455645445,1.0004731343537037,0.32504688511513724,-44.75040380907461,0.32183243547167095,0.30855103049959454,0.11231439879962377,0.17558195761271886,0.6303834659712655,0.2878963564123426
llava,vilp,vilp-231-case3,LUH,1,0,0.38778686249672834,1.000203725583223,0.29359083275662645,-34.63002024939017,0.3082126595757224,0.24566436897624622,0.19760942459106445,0.14932195164940576,0.5538770285519686,0.3469313762404702
llava,hallusionbench,hallusionbench-image-VD-math-12-1-1,LUH,1,0,0.4174804635585885,1.0011278786192244,-0.0,-41.500951879154535,0.29873002426964895,0.2380788581711905,0.14749641503606525,0.23398783377238683,0.5368088824408395,0.3814842488084521
llava,hallusionbench,hallusionbench-image-VD-figure-6-1-1,LUH,1,0,0.4446798128382556,1.000608629353595,0.324871159702153,-45.79875201193576,0.2973516924040658,0.21279891048158917,0.15805699144090923,0.24492493697575163,0.510150602885655,0.40298192841666086
llava,vilp,vilp-150-case3,LUH,1,0,0.3594269559031011,1.0002123740292916,0.324559217083195,-35.88823582513535,0.3087848557366265,0.27461580435434974,0.150327463944753,0.17429753806855944,0.5834006600909762,0.32462500201331246
llava,hallusionbench,hallusionbench-image-VD-ocr-14-1-0,LUH,1,0,0.2623181589994801,1.0001449690030841,0.49941647459840643,-43.53152100973288,0.32721989495413645,0.34928301402500694,0.08320062501089914,0.15470723169190542,0.6765029089791434,0.23790785670280457
llava,hallusionbench,hallusionbench-image-VD-figure-10-1-1,LUH,1,0,0.36647763743917366,1.0004540520250378,0.3250063668670561,-41.64876937099155,0.31883411748068674,0.25941686970846994,0.1443115132195609,0.18533856528145926,0.5782509871891567,0.3296500785010201
llava,hallusionbench,hallusionbench-image-VD-math-10-1-2,LUH,1,0,0.37754827961750304,1.0006563432287028,-0.0,-34.411215522990744,0.308957542691912,0.26471831117357525,0.09052458831242152,0.2534282462937491,0.5736758538654873,0.34395283460617065
llava,hallusionbench,hallusionbench-image-VD-math-12-0-1,LUH,1,0,0.4227459352541794,1.0011106932677127,-0.0,-40.08544773409815,0.29591625928878784,0.2374338848250253,0.134141491992133,0.25263746295656475,0.5333501441138131,0.38677895494869774
llava,vilp,vilp-240-case2,LUH,1,0,0.36376472114106206,1.0005695056737065,-0.0,-32.612539224700605,0.32337061166763303,0.2552846074104309,0.15456055402755736,0.17321498990058898,0.5786552190780639,0.32777554392814634
llava,vilp,vilp-99-case3,LUH,1,0,0.2623052687750668,1.0015041207792965,-0.0,-44.470363788385946,0.3601849930627006,0.31861159631184166,0.07064846158027649,0.16730468613760813,0.6787965893745422,0.23795314771788462
llava,hallusionbench,hallusionbench-image-VD-figure-6-0-0,LUH,1,1,0.4434693786745707,1.0002098303609206,0.49889772206430477,-44.18578974464534,0.30483717577798025,0.21117057970591954,0.19788351229258944,0.20896402427128385,0.5160077554838998,0.4068475365638733
llava,hallusionbench,hallusionbench-image-VD-video-11-0-1,LUH,1,1,0.35281203156597085,1.0008624933156611,-0.0,-36.954283956044684,0.3039032050541469,0.28796360748154776,0.15592119097709656,0.16468247984136852,0.5918668125356947,0.3206036708184651
llava,hallusionbench,hallusionbench-image-VD-ocr-5-0-0,LUH,1,0,0.42273171190779024,1.0007288726764216,0.324737325859873,-47.09395015350896,0.2899587835584368,0.2392603414399283,0.15167592253003803,0.23396537985120502,0.5292191249983651,0.38564130238124306
llava,hallusionbench,hallusionbench-image-VD-video-11-1-0,LUH,1,1,0.29531080032783746,1.0012023518848279,-0.0,-40.24894126312239,0.3167831642287118,0.3257165636335101,0.11863255500793457,0.14755566631044661,0.6424997278622219,0.26618822131838116
llava,vilp,vilp-266-case3,LUH,1,0,0.37946311051400256,1.000072481874731,-0.0,-17.77707229612866,0.3090721567471822,0.255108634630839,0.15816469324959648,0.18332235018412274,0.5641807913780212,0.3414870434337192
llava,hallusionbench,hallusionbench-image-VD-ocr-1-1-1,LUH,1,0,0.30879129979547665,1.0002479860657274,0.3190027750782199,-34.540293425122705,0.3429288182939802,0.2885009731565203,0.09488534927368164,0.1830558010510036,0.6314297914505005,0.27794115032468525
llava,hallusionbench,hallusionbench-image-VD-video-11-2-1,LUH,1,0,0.32519775641086307,1.0013856942957702,-0.0,-41.67566473989482,0.30675509146281654,0.3075772268431527,0.1155137504850115,0.1773802297455924,0.6143323183059692,0.29289398023060387
llava,hallusionbench,hallusionbench-image-VD-math-14-0-0,LUH,1,0,0.4157302855707944,1.0010763234496953,-0.0,-38.2434021008347,0.31020540850503103,0.22844436338969637,0.20954730681010655,0.16872090526989528,0.5386497718947274,0.37826821208000183
llava,vilp,vilp-55-case2,LUH,1,0,0.40897988320409145,1.0001430613797642,0.5003269560443484,-41.038395091562585,0.2806844711303711,0.2534930109977722,0.1949108600616455,0.17092167139053344,0.5341774821281433,0.365832531452179
llava,hallusionbench,hallusionbench-image-VD-ocr-12-1-0,LUH,1,0,0.3402503984479628,1.000799498505835,0.32519734375906334,-47.04281972721936,0.30385003771100727,0.29822903020041325,0.12430454577718461,0.1821282080241612,0.6020790679114205,0.3064327538013458
llava,hallusionbench,hallusionbench-image-VD-video-11-2-0,LUH,1,0,0.34114243660392274,1.0007441427036994,-0.0,-33.580147622404425,0.30331480503082275,0.297874024936131,0.14239958354404997,0.1654448424066816,0.6011888299669538,0.3078444259507316
llava,hallusionbench,hallusionbench-image-VS-map-9-1-0,LUH,1,1,0.4241135973909934,1.0007155115936868,0.32522564273636473,-44.736625181519024,0.303972704069955,0.2251376509666443,0.15138522216251918,0.23509726354054042,0.5291103550365993,0.3864824857030596
llava,hallusionbench,hallusionbench-image-VD-math-10-0-1,LUH,1,0,0.3755482205475382,1.0005800021205953,0.3245280163129208,-40.59887414459052,0.3070070062364851,0.268640330859593,0.126335403748921,0.21655237674713135,0.5756473370960781,0.34288778049605234
llava,vilp,vilp-147-case3,LUH,1,0,0.31667328967196934,1.0003815424953915,-0.0,-24.86772207752811,0.3066905438899994,0.3119478076696396,0.12140496075153351,0.16122662276029587,0.618638351559639,0.2826315835118294
llava,hallusionbench,hallusionbench-image-VD-math-10-1-1,LUH,1,0,0.39743526625034453,1.0007288726764216,0.32545918675505014,-44.51277742666754,0.3021138906478882,0.25379245621817453,0.11981860654694693,0.24370954717908588,0.5559063468660628,0.3635281537260328
llava,vilp,vilp-136-case3,LUH,1,0,0.38844873809147007,1.000560917753608,0.3246934423591276,-39.864229216067436,0.2916000485420227,0.26600630581378937,0.1422266811132431,0.20821331441402435,0.5576063543558121,0.35043999552726746
llava,vilp,vilp-147-case2,LUH,1,0,0.37455343456852086,1.0004244751348852,0.31764635517502504,-36.21556990259251,0.2854904681444168,0.28420647978782654,0.1702168583869934,0.16762320697307587,0.5696969479322433,0.3378400653600693
llava,vilp,vilp-9-case3,LUH,1,0,0.33412055422685805,1.0001888453436858,0.08465532339661591,-25.071483859889018,0.31852613389492035,0.28892073035240173,0.13736283034086227,0.1635664403438568,0.6074468642473221,0.3009292706847191
llava,vilp,vilp-231-case2,LUH,1,0,0.3993861141172621,1.0002216584737427,0.31196071605666575,-31.208257071628587,0.29488382556221704,0.24550216848200018,0.18732638792558148,0.16758012771606445,0.5403859940442173,0.35490651564164594
llava,hallusionbench,hallusionbench-image-VD-figure-5-1-0,LUH,1,1,0.3234134255392511,1.000476950863113,0.31830722641050124,-37.155757251044164,0.3369459935597011,0.28116800103868755,0.13141958202634538,0.15935766696929932,0.6181139945983887,0.2907772489956447
llava,hallusionbench,hallusionbench-image-VD-ocr-16-1-0,LUH,1,1,0.4026822439421449,1.0002403548083236,0.5002324151483255,-41.75606979957788,0.29673435858317787,0.24981943198612755,0.16457446132387432,0.20123096874782015,0.5465537905693054,0.36580543007169447
llava,hallusionbench,hallusionbench-image-VD-video-11-1-1,LUH,1,0,0.40100669325220484,1.0012940188939243,-0.0,-38.71780050423384,0.28738840988704134,0.2604562725339617,0.2040078469685146,0.16034379175731114,0.547844682421003,0.36435163872582577
llava,hallusionbench,hallusionbench-image-VD-ocr-19-0-0,LUH,1,1,0.31379101907095064,1.0009751302820495,0.32134380280454977,-45.21188018064572,0.3218396987233843,0.3103916304452079,0.11323844960757665,0.17277187960488455,0.6322313291685921,0.28601032921246117
llava,hallusionbench,hallusionbench-image-VS-ocr-12-1-0,LUH,1,1,0.3677503286835615,1.0003777263499354,0.328034916299285,-36.07422420403786,0.3383815458842686,0.2424290520804269,0.1453014612197876,0.18921328442437307,0.5808105979646955,0.33451474564416067
llava,hallusionbench,hallusionbench-image-VD-illusion-11-1-0,LUH,1,1,0.4199663072070452,1.0004235210562127,0.3237173214715445,-35.41685265788475,0.295290504183088,0.2353614739009312,0.15825515133993967,0.2215694955417088,0.5306519780840192,0.37982464688164846
llava,hallusionbench,hallusionbench-image-VD-math-11-0-1,LUH,1,0,0.5391912420732525,1.002266587662079,-0.0,-42.24309197721588,0.2612373488289969,0.1643856806414468,0.15274437836238317,0.3432908058166504,0.4256230294704437,0.4960351841790336
llava,hallusionbench,hallusionbench-image-VD-ocr-1-0-1,LUH,1,1,0.33119903499073333,1.0002327236091415,0.4996907751450065,-39.17138423228779,0.33452820777893066,0.2776685612542289,0.1404383523123605,0.15869158506393433,0.6121967690331596,0.2991299373762948
llava,hallusionbench,hallusionbench-image-VD-video-7-1-0,LUH,1,0,0.3503053495976359,1.0009694026727978,0.32525496070830257,-45.519673424382496,0.3182084134646824,0.27540280137743267,0.1352395032133375,0.18092226130621775,0.5936112148421151,0.31616176451955524
llava,hallusionbench,hallusionbench-image-VD-math-11-0-0,LUH,1,1,0.5263488597556352,1.0029990254593117,-0.0,-46.694230641349435,0.2639564105442592,0.1730993730681283,0.17880229439054218,0.30500977379935124,0.4370557836123875,0.4838120681898934
llava,hallusionbench,hallusionbench-image-VD-ocr-15-1-0,LUH,1,1,0.3761543046829735,1.0003166700024093,0.4854788229649698,-39.04061346716713,0.3145269325801304,0.25822111538478304,0.1750942213194711,0.1654938416821616,0.5727480479649134,0.3405880630016327
llava,vilp,vilp-267-case2,LUH,1,0,0.38259140975388517,1.0010986000490452,-0.0,-33.63444179256618,0.3097016281551785,0.2552411026424832,0.14839341905381945,0.19817747010125053,0.5649427307976617,0.34657088915506995
llava,hallusionbench,hallusionbench-image-VD-ocr-6-1-0,LUH,1,0,0.34060443866675627,1.000553284108734,0.5006608412887033,-46.830008366214564,0.3231007286480495,0.28144592898232595,0.13755293829100473,0.17161382096154348,0.6045466576303755,0.3091667592525482
llava,hallusionbench,hallusionbench-image-VS-map-10-2-1,LUH,1,0,0.45173409070588155,1.0001983839333028,0.4992233371596518,-35.79887722671097,0.28791492325919016,0.21715573753629414,0.15591503892626082,0.25682610273361206,0.5050706607954842,0.41274114165987286
llava,hallusionbench,hallusionbench-image-VS-chart-21-1-1,LUH,1,0,0.44489840984536466,1.0009064011340405,0.3261573857421526,-41.64565148139412,0.2868741069521223,0.22511192730494908,0.15155920812061854,0.25553789309092934,0.5119860342570713,0.40709710121154785
llava,vilp,vilp-74-case1,LUH,1,1,0.42715324665190224,1.0025909871323018,-0.0,-41.103857432569455,0.26585153076383805,0.2555023034413656,0.23251091109381783,0.15402218368318343,0.5213538342052036,0.38653309477700126
llava,vilp,vilp-135-case2,LUH,1,0,0.3604166799473215,1.000469317858853,0.5002153297075995,-41.711345106025185,0.3117723688483238,0.27237940579652786,0.1646672785282135,0.1611650288105011,0.5841517746448517,0.3258323073387146
llava,hallusionbench,hallusionbench-image-VD-figure-2-1-0,LUH,1,1,0.42773152859246377,1.000236539201455,-0.0,-11.906753385751852,0.30455634423664635,0.22082160200391499,0.16267426524843487,0.2251072270529611,0.5253779462405613,0.38778149230139597
llava,hallusionbench,hallusionbench-image-VS-ocr-11-1-0,LUH,1,0,0.2973730526308397,1.0003968072227907,0.5002376225013991,-39.36211681811889,0.35875334909984047,0.2854343056678772,0.096687023128782,0.17203328439167567,0.6441876547677177,0.26872030752045767
llava,hallusionbench,hallusionbench-image-VS-ocr-7-2-0,LUH,1,0,0.3539529260160219,1.0003395656960237,0.49720856125949253,-37.529153571826896,0.31146020335810526,0.2813311517238617,0.15357408353260585,0.16785498602049692,0.592791355081967,0.3214290695531028
llava,hallusionbench,hallusionbench-image-VS-map-3-2-1,LUH,1,0,0.3412188440356013,1.001685607885336,0.3224909431687255,-48.000672176606855,0.31644151891980854,0.2919003537722996,0.1282051588807787,0.1836054069655282,0.6083418726921082,0.31181056584630695
llava,hallusionbench,hallusionbench-image-VD-figure-3-1-0,LUH,1,1,0.45444326190039974,1.000778501117,0.32515219364431214,-37.37732244180364,0.2836625150271824,0.2177596092224121,0.18876682009015766,0.22576593501227243,0.5014221242495945,0.4145327551024301
llava,hallusionbench,hallusionbench-image-VS-map-6-1-2,LUH,1,1,0.3551092145575365,1.0005399253703438,0.5000854430936182,-42.02372171599404,0.30888395650046213,0.28384642941611155,0.157766478402274,0.16506491388593403,0.5927303859165737,0.322831392288208
llava,hallusionbench,hallusionbench-image-VD-math-11-1-0,LUH,1,0,0.5051964327870211,1.003000938529956,-0.0,-41.15090303045821,0.274640543120248,0.18179443904331752,0.17557450703212193,0.2880603160176958,0.4564349821635655,0.46363482304981773
llava,hallusionbench,hallusionbench-image-VS-chart-18-1-0,LUH,1,1,0.520759513578104,1.0004864922003316,-0.0,-17.803456656602005,0.2574728046144758,0.18431744405201503,0.20684456825256348,0.27108875342777794,0.44179024866649086,0.4779333216803414
llava,hallusionbench,hallusionbench-image-VD-figure-16-1-0,LUH,1,1,0.4112109189167422,1.0028459916295696,-0.0,-38.966975328308486,0.3070542131151472,0.23269870451518465,0.20158324922834123,0.17117570127759663,0.5397529176303318,0.3727589505059379
llava,hallusionbench,hallusionbench-image-VS-chart-21-2-0,LUH,1,0,0.392510377286215,1.0003414736941463,0.5019649394949128,-37.23692509725422,0.3035370452063424,0.25632159199033466,0.17031056540352957,0.1886327011244638,0.5598586371966771,0.35894326652799335
llava,hallusionbench,hallusionbench-image-VD-illusion-15-1-0,LUH,1,1,0.3665802394070289,1.0041743377916388,-0.0,-43.54202745766389,0.32054487296513146,0.26058828830718994,0.12911446179662434,0.20264261960983276,0.5811331612723214,0.3317570814064571
llava,hallusionbench,hallusionbench-image-VS-ocr-12-2-0,LUH,1,0,0.3564150739525539,1.000660160437,0.5001142505063032,-42.15968734608803,0.33627160106386456,0.25664856604167396,0.14956883021763392,0.1764165333339146,0.5929201671055385,0.3259853635515485
llava,vilp,vilp-214-case2,LUH,1,0,0.40148148837130215,1.002759920361503,-0.0,-38.075720169725784,0.28488556827817646,0.26217399324689594,0.1914910248347691,0.17075434752873014,0.5470595615250724,0.36224537236349924
llava,hallusionbench,hallusionbench-image-VD-math-10-1-0,LUH,1,0,0.4148211055635599,1.0015079412216144,0.32578353271469473,-44.17949035636781,0.29642082963671,0.24319519315447127,0.1417116778237479,0.23712096043995445,0.5396160227911813,0.3788326382637024
llava,hallusionbench,hallusionbench-image-VD-ocr-1-1-0,LUH,1,1,0.28990752386355206,1.0001678607667295,0.6100429136758296,-39.578895027382565,0.3487093618937901,0.2996690273284912,0.09883977259908404,0.16163837058203562,0.6483783892222813,0.26047814318111967
llava,hallusionbench,hallusionbench-image-VD-math-13-0-0,LUH,1,1,0.5029016240879184,1.0007670481814992,0.3296613345048932,-35.62666999472205,0.2662073458944048,0.19306919404438563,0.20653392587389263,0.2548087068966457,0.4592765399387905,0.46134263277053833
llava,hallusionbench,hallusionbench-image-VD-video-11-0-0,LUH,1,0,0.4119104954575757,1.000854857369957,-0.0,-21.506218697998083,0.2862092767442976,0.25224082810538156,0.17745075055531093,0.1977084789957319,0.5384501048496791,0.37515922955104286
llava,hallusionbench,hallusionbench-image-VS-chart-6-2-1,LUH,1,0,0.5022489109577503,1.0000839268615058,0.1924735768598808,-10.059552774941757,0.2710579293114799,0.18758210965565272,0.22958167110170635,0.2300471408026559,0.45864003896713257,0.4596288119043622
